text,category
"Слинг не поддерживает голову ребенка. Ткань тянется, ребенок просаживается вниз. Кольца ненадежные, разжимаются.",товары для детей
Детская зубная щетка слишком жесткая. Щетина выпадает при первом использовании. Ручка скользит в руке.,товары для детей
"Горшок неустойчивый, переворачивается. Края холодные, ребенку неприятно сидеть. Съемная часть плохо моется.",товары для детей
"Детское масло для тела липкое. Не впитывается, остается пленка на коже. Запах приторный, вызывает головную боль.",товары для детей
"Мобиль на кроватку не крутится. Музыка зацикливается на одной ноте. Игрушки низко висят, ребенок может дотянуться.",товары для детей
"Термометр для воды врет на 2 градуса. Показания прыгают. Корпус не водонепроницаемый, запотевает изнутри.",товары для детей
Детские трусики для приучения к горшку промокают насквозь. Впитывающий слой тонкий. Резинки натирают поясницу.,товары для детей
"Нагрудники плохо впитывают влагу. После кормления вся одежда мокрая. Кнопки не расстегиваются, приходится тянуть.",товары для детей
"Детский крем не увлажняет, а сушит кожу. Собирается в белые разводы. Тюбик треснул при первом использовании.",товары для детей
Стульчик для купания скользит в ванной. Присоски не держат. Сетка провисает под весом ребенка.,товары для детей
"Игрушка для ванны не тонет, плавает на боку. Внутри появилась плесень, невозможно просушить. Краска слезает.",товары для детей
"Детское пюре в мягкой упаковке вытекает. Ниппель рвется при прокусывании. Вкус искусственный, много сахара.",товары для детей
"Боди с кнопками на плече, кнопки отваливаются. Ткань тонкая, быстро рвется. Швы натирают под мышками.",товары для детей
"Детские ножницы с тупыми лезвиями. Не режут, а мнут волосы. Кончики не закругленные, острые.",товары для детей
"Музыкальная игрушка играет слишком громко. Звук противный, режет слух. Батарейный отсек не закрывается.",товары для детей
"Ходунки заваливаются на бок. Колеса не крутятся, цепляются за ковер. Сиденье жесткое, ребенок плачет.",товары для детей
"Детский солнцезащитный крем не защищает. Ребенок обгорел. Консистенция густая, плохо распределяется.",товары для детей
"Соска-пустышка слишком тяжелая. Выпадает изо рта. Кольцо отвалилось, ребенок может подавиться.",товары для детей
"Пеленальный коврик скользит по поверхности. Бортики низкие, ребенок может упасть. Вкладыш промокает.",товары для детей
"Детские капли от колик не помогают. В составе спирт, что опасно для младенца. Пипетка не градуирована.",товары для детей
Игрушечный телефон не работает. Кнопки залипают. Экран треснул при доставке.,товары для детей
Детское автокресло не крепится надежно. Ремни перекручиваются. Вкладыш для новорожденного слишком жесткий.,товары для детей
"Набор детской посуды бьется при первом падении. Краска слезает. Вилка с острыми зубьями, опасно.",товары для детей
"Термосумка для бутылочек не держит температуру. Молния заедает. Размер маленький, ничего не помещается.",товары для детей
"Детский рюкзак без каркаса. Не держит форму, все мнется. Лямки тонкие, врезаются в плечи.",товары для детей
"Бутылочка для воды протекает. Крышка не закрывается плотно. Трубочка короткая, не достает до дна.",товары для детей
Детский крем под подгузник скатывается. Не защищает от влаги. Высыпания усилились после использования.,товары для детей
"Игрушка-сортер, детали не подходят к отверстиям. Края острые, можно порезаться. Пластик с запахом.",товары для детей
Детские тапочки слетают с ноги. Подошва скользкая. Мех внутри вылезает клочьями.,товары для детей
"Ниблер сеточка рвется при нажатии. Фрукты вываливаются. Ручка скользкая, ребенок не может удержать.",товары для детей
"Детское постельное белье линяет при стирке. Ткань жесткая, не приятная к телу. Резинка на простыне слабая.",товары для детей
Растущая линейка неточная. Показания прыгают. Краска стирается с делений.,товары для детей
Детский зонт выворачивается наизнанку от ветра. Спицы ломаются. Ручка скользит в руке.,товары для детей
"Прорезыватель с водой протекает. Жидкость мутная, непонятного цвета. После стерилизации деформировался.",товары для детей
"Детское сиденье для унитаза не фиксируется. Соскальзывает, ребенок чуть не упал. Пластик треснул.",товары для детей
"Кулон почернел после первого же дня носки. Цепочка тонкая, порвалась. Камень мутный, не как на фото.",украшения и аксессуары
"Серьги-гвоздики вызвали аллергию. Мочки покраснели и опухли. Застежка не фиксируется, теряются.",украшения и аксессуары
"Кольцо с цирконием, камень выпал через неделю. Оправа погнулась. Размер не соответствует, натирает палец.",украшения и аксессуары
"Браслет браслет растянулся, не держит форму. Замок ненадежный, расстегивается сам. Покрытие слезло.",украшения и аксессуары
"Часы на кожаном ремешке, ремешок треснул. Стрелки отстают на час. Стекло поцарапалось сразу.",украшения и аксессуары
"Бижутерное колье тяжелое, давит на шею. Застежка неудобная, не расстегивается. Камни тусклые, без блеска.",украшения и аксессуары
"Обручальное кольцо с напылением, напыление стерлось за месяц. Появились царапины. Сидит некомфортно.",украшения и аксессуары
"Солнечные очки с царапинами на линзах. Дужки разной длины. Носоупоры жесткие, натирают переносицу.",украшения и аксессуары
"Кожаный ремень растянулся после носки. Пряжка oxidised, оставляет следы на одежде. Дыроки сделаны криво.",украшения и аксессуары
"Подвеска на цепочке, цепочка запутывается в узлы. Карабин туго ходит. Сам купон выглядит дешево.",украшения и аксессуары
"Кольцо с фианитом, фианиты потускнели. Оправа потемнела. Размер не соответствует, то мало, то велико.",украшения и аксессуары
"Серьги-кисточки тяжелые, мочки отвисают. Нити запутываются. Краска линяет при контакте с кожей.",украшения и аксессуары
"Браслет Пандора, бусины не фиксируются. Базовый браслет гнется. Покрытие слезает, видны залысины.",украшения и аксессуары
"Шапка с помпоном, помпон отвалился. Пряжа колючая, чешется лоб. Размер мал, натягивается на глаза.",украшения и аксессуары
"Колье с жемчугом, жемчуг пластиковый, дешевый вид. Нить рвется, бусины рассыпались. Застежка тугая.",украшения и аксессуары
"Ремень с пряжкой, пряжка царапается. Кожа жесткая, не гнется. Дыроки расположены редко, не подходит по размеру.",украшения и аксессуары
Заколка для волос не держит волосы. Металлическая часть царапает кожу головы. Декоративный элемент отклеился.,украшения и аксессуары
"Цепочка с крестиком, крестик перекручивается. Звенья цепляются за волосы. Длина не соответствует заявленной.",украшения и аксессуары
"Часы с ремешком из кожзама, кожзам трескается. Батарейка села через неделю. Стрелки сливаются с циферблатом.",украшения и аксессуары
"Брошь с острым штифтом, царапает одежду. Застежка не фиксируется, теряется. Камни приклеены криво.",украшения и аксессуары
"Ободок для волос тугой, давит на виски. Пластик не гнется. Декоративные элементы торчат в разные стороны.",украшения и аксессуары
"Кольцо с регулируемым размером, регулировка не работает. Острые края, режет палец. Покрытие облезло за день.",украшения и аксессуары
"Серьги-клипсы, пружина тугая, больно носить. Подушечки жесткие. Дизайн не соответствует фото.",украшения и аксессуары
"Браслет из бисера, нить рвется, бисер рассыпается. Замок ненадежный. Цвета блеклые, не яркие.",украшения и аксессуары
"Шарф из акрила, колется шея. Ткань скатывается после стирки. Длина короткая, не укутаться.",украшения и аксессуары
"Кулон с фото, фото размытое, низкого качества. Стекло мутное. Цепочка короткая, сидит высоко.",украшения и аксессуары
"Перчатки кожаные, кожа жесткая, не гнется. Швы грубые, натирают пальцы. Размер мал, не натянуть.",украшения и аксессуары
"Запонки не фиксируются на рубашке. Камни шатаются. Дизайн простой, как дешевая бижутерия.",украшения и аксессуары
"Кольцо с животным, детализация плохая, не узнать зверя. Покрытие неравномерное. Внутри неровно, натирает.",украшения и аксессуары
"Солнечные очки поляризационные, но блики не убирают. Линзы искажают картинку. Оправа гнется в руках.",украшения и аксессуары
"Брелок для ключей, кольцо разгибается, ключи теряются. Краска слезает. Логотип стерся за неделю.",украшения и аксессуары
"Колье чокер, сидит слишком туго, давит на шею. Регулировка не помогает. Материал жесткий, неудобно.",украшения и аксессуары
"Часы на silicone ремешке, ремешок пахнет химией. Циферблат маленький, цифры не видно. Вода попадает внутрь.",украшения и аксессуары
"Браслет с шипами, шипы острые, царапают кожу и одежду. Замок туго открывается. Размер не регулируется.",украшения и аксессуары
"Заколка-краб не держит волосы. Зубцы ломаются. Пластик хрупкий, треснул при использовании.",украшения и аксессуары
"Кольцо с надписью, надпись стерлась. Края острые. Посеребрение потемнело, выглядит неопрятно.",украшения и аксессуары
"Серьги-кольца слишком тяжелые. Мочки болят после дня носки. Шпилька короткая, не застегивается.",украшения и аксессуары
"Ремень с ушками, ушки отрываются. Кожа искусственная, трещит. Пряжка тусклая, не блестит.",украшения и аксессуары
"Брошь в виде цветка, лепестки отваливаются. Булавка гнется. Цветы разные, асимметричные.",украшения и аксессуары
"Ободок с цветами, цветы торчат, цепляются за все. Лаковая полоса трескается. Размер не регулируется.",украшения и аксессуары
"Цепочка золотая, но зеленеет кожу. Звенья рвутся. Длина не та, что заказывала.",украшения и аксессуары
"Часы с деревянным ремешком, ремешок рассохся, треснул. Механизм тикает громко. Стрелки не совпадают с делениями.",украшения и аксессуары
"Кольцо с открытой оправой, царапает соседние пальцы. Камень сидит криво. Размер прыгает, то мало, то велико.",украшения и аксессуары
"Серьги-пусеты с диском, диски не симметричные. Штифт короткий, не застегнуть. Покрытие пузырится.",украшения и аксессуары
"Браслет из кожи, кожа линяет, окрашивает руку. Замок ненадежный. Ширина меньше заявленной.",украшения и аксессуары
"Кулон с эмалью, эмаль треснула. Цепочка короткая. Изображение нечеткое, размытое.",украшения и аксессуары
"Наушники не держат заряд. Батарея садится за час. Звук хриплый, с помехами. Кейс не заряжает.",электроника
Power bank не заряжает телефон до конца. Индикатор врет. Корпус греется при использовании.,электроника
Умные часы отстают на 10 минут в день. Сенсорный экран laggy. Ремешок натирает запястье.,электроника
Портативная колонка хрипит на максимальной громкости. Батарея держит меньше заявленного. Bluetooth отключается сам.,электроника
"Фитнес-браслет считает шары неверно. Пульсометр врет. Водонепроницаемость отсутствует, запотел после дождя.",электроника
"Смартфон греется при простых задачах. Аккумулятор садится за полдня. Камера мылит, фото размытые.",электроника
"Планшет тормозит, зависает при просмотре видео. Экран с низким разрешением. Звук тихий, даже на максимуме.",электроника
Электронная книга медленно перелистывает страницы. Экран с желтым оттенком. Подсветка неравномерная.,электроника
"Bluetooth наушники один громче другого. Шумоподавление не работает. Кнопки тугие, не нажать.",электроника
"Внешний жесткий диск определяется через раз. Скорость передачи данных низкая. Корпус хлипкий, трещит.",электроника
Мышь беспроводная laggy. Курсор дергается. Батарейка садится за неделю. Кнопки скрипят.,электроника
"Клавиатура механическая, клавиши залипают. Подсветка мерцает. Шнур короткий, неудобно использовать.",электроника
Роутер режет скорость. Wi-Fi не добивает до соседней комнаты. Постоянно перезагружается сам.,электроника
Флешка медленная. Файлы копируются вечность. Металлический корпус греется. Крышка не фиксируется.,электроника
Экшн-камера снимает в низком качестве. Стабилизация не работает. Аккумулятора хватает на 20 минут.,электроника
Умная лампочка не подключается к приложению. Цвета не соответствуют настройкам. Мерцает при затемнении.,электроника
"Портативный монитор с битыми пикселями. Цвета блеклые. Углы обзора narrow, искажает картинку.",электроника
ИБП для компьютера не держит нагрузку. Отключается сразу при отключении света. Издает постоянный писк.,электроника
"Микрофон для записи фонит. Поп-фильтр не помогает. Шнур короткий, неудобно подключать.",электроника
Игровой джойстик дрифтит. Кнопки залипают. Вибрация работает через раз. Аккумулятор не держит заряд.,электроника
Электрическая зубная щетка слабая. Не чистит. Насадки не фиксируются. Водонепроницаемость сомнительная.,электроника
Умные весы врут на 3 кг. Не определяют процент жира. Подключаются к приложению через раз.,электроника
Портативный вентилятор слабый. Не охлаждает. Батарея садится за час. Ножки шатаются.,электроника
Сетевая фильтр-удлинитель не защищает от скачков. Кнопка выключателя залипает. Провод короткий.,электроника
"Док-станция для телефона греется. Не заряжает быстро. Разъемы тугие, трудно подключить.",электроника
Беспроводной зарядник медленно заряжает. Телефон соскальзывает. Светодиод слепит ночью.,электроника
Цифровой фотоаппарат с шумной матрицей. Фото зернистые даже при дневном свете. Автофокус медленный.,электроника
"VR очки для смартфона, линзы мутные. Картинка расплывчатая. Ремешок не регулируется, давит на голову.",электроника
Электрический чайник шумит как самолет. Накипь образуется быстро. Крышка не открывается плавно.,электроника
Умный замок не открывается с приложения. Батарейки садятся за месяц. Ключ-карта не срабатывает.,электроника
Портативный принтер печатает криво. Краска размазывается. Подключение по Wi-Fi нестабильное.,электроника
Электронная сигарета протекает. Жидкость попадает в рот. Аккумулятора не хватает на день.,электроника
"FM трансмиттер для авто, помехи при работе. Звук тихий. Приемник плохой, волны пропадают.",электроника
Цифровая фоторамка с тусклым экраном. Углы обзора narrow. Пульт ДУ не работает.,электроника
"Беспроводной звонок для дома, не слышно в другой комнате. Батарейки садятся быстро. Кнопка залипает.",электроника
USB хаб не видит устройства. Порты расположены слишком близко. Блок питания слабый.,электроника
Электрическая точилка для ножей тупит лезвия. Искрит при работе. Лоток для стружки мал.,электроника
Умный термостат не держит температуру. Подключение к Wi-Fi сбрасывается. Приложение глючит.,электроника
"Портативный проектор с тусклой картинкой. Фокус сбивается. Встроенный динамик тихий, хрипит.",электроника
"Электронный словарь с устаревшей базой. Экран бликует. Клавиши тугие, не нажимаются.",электроника
"Беспроводная мышь для презентаций, курсор дергается. Лазер слабый. Кнопки неудобно расположены.",электроника
"Солнечная панель для зарядки не заряжает. На солнце греется, а не работает. Разъемы болтаются.",электроника
Умная розетка отключается сама по себе. Приложение не синхронизируется. Таймер не работает.,электроника
Цифровой диктофон плохо записывает. Шумит. Кнопки записи не срабатывают с первого раза.,электроника
Электрическая открывалка для банок не справляется с крышками. Скользит. Оставляет зазубрины на металле.,электроника
"Беспроводной дверной звонок с камерой, камера мутная. Звонка не слышно. Задержка видео большая.",электроника
"Портативный SSD диск медленный. Нагревается при работе. Корпус скользкий, выпадает из рук.",электроника
"Умные очки для зрения, линзы царапаются. Дисплей мелкий, не видно. Батарея садится быстро.",электроника
"Электрическая мясорубка зажевывает мясо. Ножи тупые. Шумная, соседи жалуются.",электроника
Беспроводная зарядка для Apple Watch не заряжает. Часы соскальзывают. Светодиод мигает и раздражает.,электроника
Цифровой микроскоп с низким разрешением. Изображение зернистое. Подсветка неравномерная.,электроника
"Портативный УФ стерилизатор не убивает бактерии. Время работы короткое. Отсек мал, ничего не помещается.",электроника
Умная кофеварка не доливает воду. Кофе холодный. Приложение не подключается. Таймер сбивается.,электроника
Электрический массажер слабый. Не чувствуется вибрация. Насадки выпадают. Шнур короткий.,электроника
"Беспроводная колонка с душем, waterproof сомнительный. Звук бубнящий. Кнопки залипают.",электроника
Отличная рубашка! На 50-52 надо 4xl,одежда
"Товар понравился полностью соответствует описанию.  К телу приятные, пришли за две недели.",одежда
товар не пришел. деньги вернули. продовец очень общительный,нет товара
"Приятная,мягкая.Полоски яркие. На 42-44  М-ка хорошо и даже рукава не коротки.",одежда
"Свой заказ я так и не получила, но спасибо за возврат денег.",нет товара
"Заказала 2 кофты, красную и розовую. Розовая оказалась больше и цвет не как на фото. Ядерно розовый. Как у барби. ",одежда
заказали ххл но он подошёл на 40- 42 на вес 51 рост 161 шел месяцев отслеживается качество хорошее с хлопком плотный не прилипает грязь,одежда
отличная футболка! качество хорошее. быстрая доставка. спасибо продавцу!,одежда
"УЖАСНАЯ КОФТА. ЖДАЛА ОЧЕНЬ ДОЛГО,ТАК МНЕ ЕЩЕ И ДЕНЬГИ НЕ ВЕРНУЛИ!! кофта мала,и качество как половая тряпка",одежда
"Толстовка так себе, молния металическая дешёвая, желтая, не как на фото, от этого вид хуже.сшита неплохо, но верх блестящая синтетика, быстро покрывающаяся каташками(пошла на дачу(",одежда
Пришло совсем не то что заказывали,одежда
"Посылка не дошла, деньги вернули. ",нет товара
"Размер 3XL  на 46-48. На меня мало. Не соответствует фото. В реальности спереди подол короче сантиметров на 10, рукава без отворотов, ткань полусинтетика.",одежда
"Размер не соответствует, очень маленький, на подростка",одежда
"Заказала пришёл другой цвет, плохого качества, не такое как на фотографии!!!Первый раз заказывала и не удачно ",одежда
"Хорошая, тёплая толстовка! Размер на худенького подростка), моему ребёнку 13 лет, село в самый раз. Спасибо за быструю доставку и подарочек, очень приятно!",одежда
"качество пуховика не плохое, но смутили пятна не понятного происхождения",одежда
"по итогу,заказ не получила.Открыла спор,который борианули со всеми моими претензиями.Почта России похерила или с номером отслеживания какая то беда...",нет товара
"Яркое, красивое, классное. Рекомендую.",одежда
"Размер не соответствует, сильно маломерит. Заказала S, а нужно было М, а может даже  L. Написала продавцу, даже не ответил.",одежда
вместо шорт продавец прислал какую-то хрень,одежда
"Кофта не на долгую носку.После стирки качество ооочень испортилось! 
А так симпатичная, хорошо смотрится!",одежда
очень  лёгкая но не просвечивает  к телу  приятно  смотрится супер размер  соответствует действительности на 42 брала  s,одежда
заказ не пришел. деньги вернули через 4 месяца.,нет товара
"товар не пришел 2 месяца ждала, на сообщение не отвечают, деньги не вернули",нет товара
"ужасный товар , не кому не советую, даже дома стыдно одевать",одежда
"На фото более толстая вязка, на самом деле тонкий трикотаж. Разочарована. Покупать не советую.",одежда
Все хорошо,одежда
"Доставка быстрая и курьером до двери, что очень порадовало, материал хороший натуральный ",одежда
"Товар пришёл быстро,продавец хороший. по качеству товар не очень хороший,после первой носки стал скатываться!это очень расстроило меня.цена приличная, а качество плохое!",одежда
пришли с браком,одежда
"это просто ужас! по совету продавца на свой русский S заказала размер M и я в нем утонула. боди ОЧЕНЬ большое, не подошло. я очень расстроена. отдала маме, на ней еще более менее. товар не рекомендую!",одежда
"неплохая близка, но просвечивает",одежда
"не подошёл по размеру, верх сел идеально, а низ узкий и короткий, больше ни чего из одежды заказывать не буду",одежда
Маломерят. Рукава и длина оказались коротки,одежда
"Качество ткани очень неожиданное...неожиданно хлюпенькое... Рисунок с размытыми контурами, не яркий... В общем странная вещица, скорее более дачный вариант. Очень жаль, очень нравилась по описанию и картинке",одежда
размеры не соответствуют разница 6-10 см.,одежда
"Платье пришло с дыркой. Продавец просил не открывать спор, но ничего не предлагал и тянул время. Спор открыла, деньги вернули. Если бы не дыра на видном месте, то платье классное. ",одежда
"К сожалению куртка пришла маленького размер, на мой 44 L не подошёл, очень расстроена!",одежда
Размер совсем не такой очень мал в плечах написал продавцу ответил что сожалеет и всё не советую ни продовца ни тавар не берите.,одежда
"Цвет и размер соответствует описанию. ОГ 92, рост 164 - размер L, подошел идеально. Оплатила 11.11.2017 -01.12.2017 получила на почте. Брала за 630 рублей. Магазин рекомендую как надежный.",одежда
"платье хорошее,но длина подола не соответствует(",одежда
"Бракованная, пришло с дырочкой",одежда
"Я не длинная. Платье очень короткое, еле прикрывает ""то самое место"". Носить не буду.",одежда
"Начиталась отзывов и поверила. А зря. На свои объемы - объем груди 89, объем талии 65, выбрала размер L, он мне велик. Лучше бы взяла м.",одежда
"хорошая блузка,села как на картинке, брала xl на объём груди 90, рост 164, (вес 57 если кому то нужно) продавца рекомендую",одежда
"Блузка шла меньше месяца в Челябинскую область. Ткань тонкая, просвечивает. Так же обнаружила что один рукав криво пришит. Но чего было ожидать за 280 рублей.",одежда
талия очень завышена и широкая. надо будет ушить и в груди побокам торчит . ткань тянется. в целом пойдет,одежда
"пижама шла в Приморье 65 дней, большая по размеру , качество нормальное",одежда
кофточка не плохая долго шла только.ну рукава коротковаты. не соответствуют этому размеру.должны бы быть подлиннее,одежда
"спасибо. кофта отличная. приятная к телу, внутри типа нежного флиса. пришла быстро. на свой 42-44 , взяла L, так она свободная, не в обтяжку, но плечам хорошо (плечи 36/37). очень довольна. рекомендую.",одежда
"Рубашка не аккуратная, разлезлись швы после первой носки, запах не выветрился после 3 стирок",одежда
"хорошая рубашка, мой рост 168, вес 64, брала xl, в самый раз. качество неплохое, к телу приятная, цвет яркий. за такую цену отлично, ожидала худшего",одежда
"Сшит хорошо, но материал - голимая синтетика",одежда
"по длинне очень короткое, быстрее тупика чем платье...",одежда
"Ну так себе, на самом деле он и стоит своих денег, носить не буду ",одежда
"на 42-44 можно смело заказывать xs, качество хорошее",одежда
"Сшита очень плохо. Рукава короткие, плечи тоже. Везде торчат нитки",одежда
"Очень хорошие штанишки, трикотаж прямо бархатный, СПАСИБО",одежда
"штаны хорошие для тех кто любит на резинке (я не люблю) беру маме. коротки для 170,норм для 165",одежда
"excellent,thank you",одежда
товар не пришло . деньги вернулись.,нет товара
"На фото выглядят как брючки, по факту и цвет и качество не похожи, сидит не очень, сползают - собираются,",одежда
"товар пришел быстро. качество нормальное,материал только тоненький у шорт. а так все супер. спасибо",одежда
"Заказ пришел, но на картинке белый цвет а на самом деле серая кофта. Размер тоже не подошел, хотя я такие вещи покупаю по тому размеру который заказывала. На вид по картинке длинее чем кажется, на самом деле короткая.",одежда
"В Пермь пришел за 9 дней. Но куртка вся кривая косая, плечи узкие, в бедрах огромная. Носить вряд ли буду",одежда
"Сорочка замечательная. Очень аккуратно сшита, никаких перекосов в крое. Брала самый большой размер для использования в качестве чехла под длинное шифоновое платье. Очень довольна заказом. Рекомендую к покупке.",одежда
товар отправили не на тот адрес. но деньги вернули,нет товара
"Отличаются  от такой же модели синего цвета, при том, что заказывала одновременно. Все липнет, на ощупь как бумажные какие-то, тянутся сложнее.",одежда
"не скажу,  что блузка хороша, ткань непонятная, подкладка - прозрачная синтетика, кружево жесткое, отделка рукавов оставляет желать лучшего. На 96-78-102 тесновато в груди и в рукавах.",одежда
зачем заказала? ужасно. все в затяжках,одежда
"доставка очень медленная, размерная сетка не соответсвует, на размер 50-52 5XL малы, на рост 170 длина до щиколотки",одежда
"Футболка нормальная, размер подошел.",одежда
"все нормально, хорошая ткань, рекомендую",одежда
"На фото смотрится гораздо лучше, чем на самом деле. Ткань очень тонкая, вся просвечивается.",одежда
"Ужасная кофта. Не рекомендую. Маленькая, висит как тряпка.",одежда
"Обманули. Товар ждала с конца марта!!!!!! Кошмар. Товар так и не пришёл, продавец просил подождать, я открыла спор. Продавец отказался отдавать деньги. Я открыла повторный спор, деньги мне так и не вернули!!!!!!!",нет товара
"Все трусики разного размера, получила всю размерную сетку. Шли 2 месяца. Разочарование. Подошли только 1 из 5.",одежда
"Хорошая куртка. Спасибо продавцу за подарочек! На российский 46 размер xl  сел идеально, при весе 57кг. Буду заказывать ещё.",одежда
на ветрозащитной планке нет кнопок отсутствуют пуговицы чтобы пристегивать подклад. без теплого подклада это кусочек ткани даже нет синтепона. три звезды только за то что заказ доехал,одежда
"Товар так и не пришел, прождал больше двух месяцев",нет товара
"свой заказ так и не получила!!! а этот недобросовестный продавец взял и закрыл его!!! и теперь ни денег,ни заказа!!!",нет товара
вообще не соответствует размеру. очень сильно маленькие как на ребенка,одежда
заказ ждала 2 месяца он не разу отслеживается.но он не пришел.продавец вернул деньги,нет товара
"Горловина блузки кривая,  рукав подшит криво,",одежда
очень много ниток,одежда
На рукавах резинка не тянется. Ворот короткий. Карманы разного размере и маленькие. Очень тонкая. Мне она было слишком свободна.,одежда
